order_id,order_date,product_id,product_category,customer_id,product_price,revenue,marketplace
MSH_82,2023-01-01,MSH_82,Clothing,CUST_82,313.53,20379.449999999997,Meesho
MSH_83,2023-01-01,MSH_83,Books,CUST_83,168.79,157818.65,Meesho
MSH_84,2023-01-01,MSH_84,Home & Kitchen,CUST_84,36.46,23917.760000000002,Meesho
MSH_85,2023-01-01,MSH_85,Books,CUST_85,158.94,59443.56,Meesho
MSH_86,2023-01-01,MSH_86,Sports,CUST_86,165.97,26721.17,Meesho
MSH_87,2023-01-01,MSH_87,Sports,CUST_87,366.16,272789.2,Meesho
MSH_88,2023-01-01,MSH_88,Health,CUST_88,320.59,121503.60999999999,Meesho
MSH_89,2023-01-01,MSH_89,Toys,CUST_89,444.17,290931.35000000003,Meesho
MSH_90,2023-01-01,MSH_90,Health,CUST_90,238.75,85233.75,Meesho
MSH_91,2023-01-01,MSH_91,Clothing,CUST_91,64.2,12005.4,Meesho
MSH_92,2023-01-01,MSH_92,Electronics,CUST_92,358.06,114937.26,Meesho
MSH_93,2023-01-01,MSH_93,Books,CUST_93,381.59,171333.90999999997,Meesho
MSH_94,2023-01-01,MSH_94,Clothing,CUST_94,282.83,133778.59,Meesho
MSH_95,2023-01-01,MSH_95,Electronics,CUST_95,386.63,4639.5599999999995,Meesho
MSH_96,2023-01-01,MSH_96,Books,CUST_96,249.43,45645.69,Meesho
MSH_97,2023-01-01,MSH_97,Clothing,CUST_97,263.75,29012.5,Meesho
MSH_98,2023-01-01,MSH_98,Home & Kitchen,CUST_98,216.63,200599.38,Meesho
MSH_99,2023-01-01,MSH_99,Books,CUST_99,17.58,8913.06,Meesho
MSH_100,2023-01-01,MSH_100,Clothing,CUST_100,58.41,16880.489999999998,Meesho
MSH_101,2023-01-01,MSH_101,Sports,CUST_101,20.56,6044.639999999999,Meesho
MSH_102,2023-01-01,MSH_102,Electronics,CUST_102,320.02,144009.0,Meesho
MSH_103,2023-01-01,MSH_103,Clothing,CUST_103,160.61,145030.83000000002,Meesho
MSH_104,2023-01-01,MSH_104,Home & Kitchen,CUST_104,256.74,54942.36,Meesho
MSH_105,2023-01-01,MSH_105,Health,CUST_105,454.25,441985.25,Meesho
MSH_106,2023-01-01,MSH_106,Books,CUST_106,128.4,81020.40000000001,Meesho
MSH_107,2023-01-01,MSH_107,Books,CUST_107,208.14,185869.02,Meesho
MSH_108,2023-01-01,MSH_108,Books,CUST_108,379.0,214514.0,Meesho
MSH_109,2023-01-01,MSH_109,Home & Kitchen,CUST_109,118.26,3074.76,Meesho
MSH_110,2023-01-01,MSH_110,Electronics,CUST_110,43.11,27116.19,Meesho
MSH_111,2023-01-01,MSH_111,Books,CUST_111,148.43,108650.76000000001,Meesho
MSH_112,2023-01-01,MSH_112,Electronics,CUST_112,84.8,19504.0,Meesho
MSH_113,2023-01-01,MSH_113,Clothing,CUST_113,465.2,262372.8,Meesho
MSH_114,2023-01-01,MSH_114,Sports,CUST_114,405.02,326446.12,Meesho
MSH_115,2023-01-01,MSH_115,Sports,CUST_115,318.53,101929.59999999999,Meesho
MSH_116,2023-01-01,MSH_116,Electronics,CUST_116,436.37,397969.44,Meesho
MSH_117,2023-01-01,MSH_117,Electronics,CUST_117,402.82,93454.24,Meesho
MSH_118,2023-01-01,MSH_118,Sports,CUST_118,97.35,65127.149999999994,Meesho
MSH_119,2023-01-01,MSH_119,Books,CUST_119,446.82,194813.52,Meesho
MSH_120,2023-01-01,MSH_120,Toys,CUST_120,271.97,212136.60000000003,Meesho
MSH_121,2023-01-01,MSH_121,Toys,CUST_121,404.68,215289.76,Meesho
MSH_122,2023-01-01,MSH_122,Home & Kitchen,CUST_122,448.57,180325.13999999998,Meesho
MSH_123,2023-01-01,MSH_123,Health,CUST_123,162.41,8445.32,Meesho
MSH_124,2023-01-01,MSH_124,Sports,CUST_124,59.48,46751.28,Meesho
MSH_125,2023-01-01,MSH_125,Sports,CUST_125,117.83,36762.96,Meesho
MSH_126,2023-01-01,MSH_126,Home & Kitchen,CUST_126,216.42,60597.6,Meesho
MSH_127,2023-01-01,MSH_127,Toys,CUST_127,409.92,297192.0,Meesho
MSH_128,2023-01-01,MSH_128,Clothing,CUST_128,431.06,12931.8,Meesho
MSH_129,2023-01-01,MSH_129,Books,CUST_129,8.44,2835.8399999999997,Meesho
MSH_130,2023-01-01,MSH_130,Books,CUST_130,257.82,46923.24,Meesho
MSH_131,2023-01-01,MSH_131,Clothing,CUST_131,211.62,4655.64,Meesho
MSH_132,2023-01-01,MSH_132,Clothing,CUST_132,114.94,62412.42,Meesho
MSH_133,2023-01-01,MSH_133,Toys,CUST_133,64.33,28626.85,Meesho
MSH_134,2023-01-01,MSH_134,Home & Kitchen,CUST_134,172.12,12564.76,Meesho
MSH_135,2023-01-01,MSH_135,Clothing,CUST_135,471.74,4245.66,Meesho
MSH_136,2023-01-01,MSH_136,Home & Kitchen,CUST_136,164.99,79690.17,Meesho
MSH_137,2023-01-01,MSH_137,Health,CUST_137,261.8,119119.0,Meesho
MSH_138,2023-01-01,MSH_138,Electronics,CUST_138,352.99,199439.35,Meesho
MSH_139,2023-01-01,MSH_139,Books,CUST_139,185.0,104155.0,Meesho
MSH_140,2023-01-01,MSH_140,Toys,CUST_140,486.03,320293.76999999996,Meesho
MSH_141,2023-01-01,MSH_141,Books,CUST_141,481.41,76544.19,Meesho
MSH_142,2023-01-01,MSH_142,Toys,CUST_142,129.63,114204.03,Meesho
MSH_143,2023-01-01,MSH_143,Electronics,CUST_143,251.14,3264.8199999999997,Meesho
MSH_144,2023-01-01,MSH_144,Books,CUST_144,153.93,27245.61,Meesho
MSH_145,2023-01-01,MSH_145,Electronics,CUST_145,146.0,60006.0,Meesho
MSH_146,2023-01-01,MSH_146,Toys,CUST_146,23.26,20399.02,Meesho
MSH_147,2023-01-01,MSH_147,Clothing,CUST_147,306.73,15949.960000000001,Meesho
MSH_148,2023-01-01,MSH_148,Health,CUST_148,253.83,103308.81000000001,Meesho
MSH_149,2023-01-01,MSH_149,Books,CUST_149,30.48,25786.08,Meesho
MSH_150,2023-01-01,MSH_150,Electronics,CUST_150,142.93,3001.53,Meesho
MSH_151,2023-01-01,MSH_151,Sports,CUST_151,454.59,13183.109999999999,Meesho
MSH_152,2023-01-01,MSH_152,Books,CUST_152,123.58,86753.16,Meesho
MSH_153,2023-01-01,MSH_153,Books,CUST_153,76.72,19870.48,Meesho
MSH_154,2023-01-01,MSH_154,Books,CUST_154,247.28,50445.12,Meesho
MSH_155,2023-01-01,MSH_155,Home & Kitchen,CUST_155,492.9,28588.199999999997,Meesho
MSH_156,2023-01-01,MSH_156,Electronics,CUST_156,124.82,58665.399999999994,Meesho
MSH_157,2023-01-01,MSH_157,Electronics,CUST_157,337.71,261725.24999999997,Meesho
MSH_158,2023-01-01,MSH_158,Books,CUST_158,382.0,177630.0,Meesho
MSH_159,2023-01-01,MSH_159,Clothing,CUST_159,122.63,1348.9299999999998,Meesho
MSH_160,2023-01-01,MSH_160,Books,CUST_160,365.47,230246.1,Meesho
MSH_161,2023-01-01,MSH_161,Home & Kitchen,CUST_161,187.05,173208.30000000002,Meesho
MSH_162,2023-01-01,MSH_162,Toys,CUST_162,317.99,309404.27,Meesho
MSH_163,2023-01-01,MSH_163,Home & Kitchen,CUST_163,318.6,92075.40000000001,Meesho
MSH_164,2023-01-01,MSH_164,Clothing,CUST_164,270.21,229408.28999999998,Meesho
MSH_165,2023-01-01,MSH_165,Books,CUST_165,49.69,37714.71,Meesho
MSH_166,2023-01-01,MSH_166,Electronics,CUST_166,418.47,147719.91,Meesho
MSH_167,2023-01-01,MSH_167,Health,CUST_167,163.79,104498.01999999999,Meesho
MSH_168,2023-01-01,MSH_168,Sports,CUST_168,97.33,7202.42,Meesho
MSH_169,2023-01-01,MSH_169,Books,CUST_169,25.18,21956.96,Meesho
MSH_170,2023-01-01,MSH_170,Clothing,CUST_170,297.49,212705.35,Meesho
MSH_171,2023-01-01,MSH_171,Electronics,CUST_171,340.39,190618.4,Meesho
MSH_172,2023-01-01,MSH_172,Home & Kitchen,CUST_172,13.21,7793.900000000001,Meesho
MSH_173,2023-01-01,MSH_173,Toys,CUST_173,258.49,113735.6,Meesho
MSH_174,2023-01-01,MSH_174,Toys,CUST_174,117.12,115948.8,Meesho
MSH_175,2023-01-01,MSH_175,Health,CUST_175,324.36,77846.40000000001,Meesho
MSH_176,2023-01-01,MSH_176,Books,CUST_176,91.31,78526.6,Meesho
MSH_177,2023-01-01,MSH_177,Home & Kitchen,CUST_177,347.01,53092.53,Meesho
MSH_178,2023-01-01,MSH_178,Health,CUST_178,196.43,154197.55000000002,Meesho
MSH_179,2023-01-01,MSH_179,Sports,CUST_179,468.68,44524.6,Meesho
MSH_180,2023-01-01,MSH_180,Sports,CUST_180,73.07,52975.74999999999,Meesho
MSH_181,2023-01-01,MSH_181,Health,CUST_181,173.83,50932.19,Meesho
MSH_182,2023-01-01,MSH_182,Clothing,CUST_182,61.17,12723.36,Meesho
MSH_183,2023-01-01,MSH_183,Toys,CUST_183,462.72,158250.24000000002,Meesho
MSH_184,2023-01-01,MSH_184,Home & Kitchen,CUST_184,439.28,38217.36,Meesho
MSH_185,2023-01-01,MSH_185,Books,CUST_185,132.68,108399.56000000001,Meesho
MSH_186,2023-01-01,MSH_186,Electronics,CUST_186,331.69,257059.75,Meesho
MSH_187,2023-01-01,MSH_187,Books,CUST_187,409.52,383310.72,Meesho
MSH_188,2023-01-01,MSH_188,Books,CUST_188,279.82,108849.98,Meesho
MSH_189,2023-01-01,MSH_189,Home & Kitchen,CUST_189,267.18,86566.32,Meesho
MSH_190,2023-01-01,MSH_190,Toys,CUST_190,124.72,117112.08,Meesho
MSH_191,2023-01-01,MSH_191,Home & Kitchen,CUST_191,51.09,45367.920000000006,Meesho
MSH_192,2023-01-01,MSH_192,Electronics,CUST_192,449.12,373218.72000000003,Meesho
MSH_193,2023-01-01,MSH_193,Health,CUST_193,450.71,70310.76,Meesho
MSH_194,2023-01-01,MSH_194,Home & Kitchen,CUST_194,318.39,212366.13,Meesho
MSH_195,2023-01-01,MSH_195,Clothing,CUST_195,172.82,112333.0,Meesho
MSH_196,2023-01-01,MSH_196,Books,CUST_196,177.86,112407.52,Meesho
MSH_197,2023-01-01,MSH_197,Toys,CUST_197,364.35,209865.6,Meesho
MSH_198,2023-01-01,MSH_198,Sports,CUST_198,449.07,277525.26,Meesho
MSH_199,2023-01-01,MSH_199,Electronics,CUST_199,444.11,292224.38,Meesho
MSH_200,2023-01-01,MSH_200,Sports,CUST_200,391.04,53181.44,Meesho
MSH_201,2023-01-01,MSH_201,Books,CUST_201,322.81,297630.82,Meesho
MSH_202,2023-01-01,MSH_202,Home & Kitchen,CUST_202,46.65,31395.45,Meesho
MSH_203,2023-01-01,MSH_203,Sports,CUST_203,85.01,36299.270000000004,Meesho
MSH_204,2023-01-01,MSH_204,Clothing,CUST_204,449.78,202850.78,Meesho
MSH_205,2023-01-01,MSH_205,Home & Kitchen,CUST_205,305.18,186464.98,Meesho
MSH_206,2023-01-01,MSH_206,Books,CUST_206,9.55,8107.950000000001,Meesho
MSH_207,2023-01-01,MSH_207,Sports,CUST_207,55.23,50259.299999999996,Meesho
MSH_208,2023-01-01,MSH_208,Health,CUST_208,333.43,272745.74,Meesho
MSH_209,2023-01-01,MSH_209,Electronics,CUST_209,7.51,1051.3999999999999,Meesho
MSH_210,2023-01-01,MSH_210,Sports,CUST_210,84.6,6937.2,Meesho
MSH_211,2023-01-01,MSH_211,Health,CUST_211,276.62,48685.12,Meesho
MSH_212,2023-01-01,MSH_212,Health,CUST_212,347.49,68455.53,Meesho
MSH_213,2023-01-01,MSH_213,Sports,CUST_213,327.72,204169.56000000003,Meesho
MSH_214,2023-01-01,MSH_214,Toys,CUST_214,116.01,65777.67,Meesho
MSH_215,2023-01-01,MSH_215,Sports,CUST_215,357.53,347161.62999999995,Meesho
MSH_216,2023-01-01,MSH_216,Books,CUST_216,122.44,84483.59999999999,Meesho
MSH_217,2023-01-01,MSH_217,Health,CUST_217,166.07,69749.4,Meesho
MSH_218,2023-01-01,MSH_218,Electronics,CUST_218,374.51,149804.0,Meesho
MSH_219,2023-01-01,MSH_219,Books,CUST_219,326.57,227619.29,Meesho
MSH_220,2023-01-01,MSH_220,Clothing,CUST_220,425.37,199923.9,Meesho
MSH_221,2023-01-01,MSH_221,Home & Kitchen,CUST_221,330.52,71722.84,Meesho
MSH_222,2023-01-01,MSH_222,Sports,CUST_222,286.31,264550.44,Meesho
MSH_223,2023-01-01,MSH_223,Toys,CUST_223,51.37,47671.36,Meesho
MSH_224,2023-01-01,MSH_224,Electronics,CUST_224,187.02,154665.54,Meesho
MSH_225,2023-01-01,MSH_225,Toys,CUST_225,136.28,134372.08,Meesho
MSH_226,2023-01-01,MSH_226,Toys,CUST_226,125.77,91560.56,Meesho
MSH_227,2023-01-01,MSH_227,Toys,CUST_227,486.64,307069.83999999997,Meesho
MSH_228,2023-01-01,MSH_228,Sports,CUST_228,199.58,189601.0,Meesho
MSH_229,2023-01-01,MSH_229,Electronics,CUST_229,446.56,404136.8,Meesho
MSH_230,2023-01-01,MSH_230,Electronics,CUST_230,317.41,55229.340000000004,Meesho
MSH_231,2023-01-01,MSH_231,Health,CUST_231,398.43,8765.460000000001,Meesho
MSH_232,2023-01-01,MSH_232,Toys,CUST_232,253.81,183758.44,Meesho
MSH_233,2023-01-01,MSH_233,Health,CUST_233,290.57,266162.12,Meesho
MSH_234,2023-01-01,MSH_234,Health,CUST_234,248.8,58219.200000000004,Meesho
MSH_235,2023-01-01,MSH_235,Home & Kitchen,CUST_235,101.65,1219.8000000000002,Meesho
MSH_236,2023-01-01,MSH_236,Sports,CUST_236,362.61,36261.0,Meesho
MSH_237,2023-01-01,MSH_237,Sports,CUST_237,143.98,133613.44,Meesho
MSH_238,2023-01-01,MSH_238,Books,CUST_238,17.04,9116.4,Meesho
MSH_239,2023-01-01,MSH_239,Health,CUST_239,324.51,283946.25,Meesho
MSH_240,2023-01-01,MSH_240,Sports,CUST_240,92.67,48373.74,Meesho
MSH_241,2023-01-01,MSH_241,Toys,CUST_241,470.53,368895.51999999996,Meesho
MSH_242,2023-01-01,MSH_242,Clothing,CUST_242,477.19,215212.69,Meesho
MSH_243,2023-01-01,MSH_243,Toys,CUST_243,457.86,196879.80000000002,Meesho
MSH_244,2023-01-01,MSH_244,Electronics,CUST_244,188.23,149078.16,Meesho
MSH_245,2023-01-01,MSH_245,Sports,CUST_245,12.65,7653.25,Meesho
MSH_246,2023-01-01,MSH_246,Sports,CUST_246,464.52,330738.24,Meesho
MSH_247,2023-01-01,MSH_247,Books,CUST_247,216.95,115417.4,Meesho
MSH_248,2023-01-01,MSH_248,Health,CUST_248,483.49,411449.99,Meesho
MSH_249,2023-01-01,MSH_249,Clothing,CUST_249,481.99,471386.22000000003,Meesho
MSH_250,2023-01-01,MSH_250,Sports,CUST_250,427.24,308467.28,Meesho
MSH_251,2023-01-01,MSH_251,Books,CUST_251,150.75,98138.25,Meesho
MSH_252,2023-01-01,MSH_252,Books,CUST_252,195.62,57121.04,Meesho
MSH_253,2023-01-01,MSH_253,Clothing,CUST_253,426.31,344884.79,Meesho
MSH_254,2023-01-01,MSH_254,Toys,CUST_254,161.88,147634.56,Meesho
MSH_255,2023-01-01,MSH_255,Toys,CUST_255,88.9,8890.0,Meesho
MSH_256,2023-01-01,MSH_256,Toys,CUST_256,280.62,140590.62,Meesho
MSH_257,2023-01-01,MSH_257,Home & Kitchen,CUST_257,468.4,141925.19999999998,Meesho
MSH_258,2023-01-01,MSH_258,Health,CUST_258,349.53,304091.1,Meesho
MSH_259,2023-01-01,MSH_259,Health,CUST_259,287.18,154790.02,Meesho
MSH_260,2023-01-01,MSH_260,Toys,CUST_260,53.1,29311.2,Meesho
MSH_261,2023-01-01,MSH_261,Clothing,CUST_261,309.43,109538.22,Meesho
MSH_262,2023-01-01,MSH_262,Home & Kitchen,CUST_262,495.08,149514.16,Meesho
MSH_263,2023-01-01,MSH_263,Health,CUST_263,74.34,36798.3,Meesho
MSH_264,2023-01-01,MSH_264,Toys,CUST_264,261.57,171851.49,Meesho
MSH_265,2023-01-01,MSH_265,Home & Kitchen,CUST_265,439.3,336943.10000000003,Meesho
MSH_266,2023-01-01,MSH_266,Clothing,CUST_266,371.68,361644.64,Meesho
MSH_267,2023-01-01,MSH_267,Toys,CUST_267,350.02,79104.51999999999,Meesho
MSH_268,2023-01-01,MSH_268,Electronics,CUST_268,352.73,82891.55,Meesho
MSH_269,2023-01-01,MSH_269,Sports,CUST_269,182.95,159532.4,Meesho
MSH_270,2023-01-01,MSH_270,Clothing,CUST_270,150.33,133944.03,Meesho
MSH_271,2023-01-01,MSH_271,Books,CUST_271,405.63,184156.02,Meesho
MSH_272,2023-01-01,MSH_272,Books,CUST_272,406.01,406010.0,Meesho
MSH_273,2023-01-01,MSH_273,Clothing,CUST_273,434.2,5210.4,Meesho
MSH_274,2023-01-01,MSH_274,Books,CUST_274,457.05,95523.45,Meesho
MSH_275,2023-01-01,MSH_275,Health,CUST_275,258.11,191001.40000000002,Meesho
MSH_276,2023-01-01,MSH_276,Clothing,CUST_276,253.25,100287.0,Meesho
MSH_277,2023-01-01,MSH_277,Electronics,CUST_277,400.16,39615.840000000004,Meesho
MSH_278,2023-01-01,MSH_278,Clothing,CUST_278,326.73,9801.900000000001,Meesho
MSH_279,2023-01-01,MSH_279,Toys,CUST_279,352.47,316165.59,Meesho
MSH_280,2023-01-01,MSH_280,Toys,CUST_280,398.92,210230.84,Meesho
MSH_281,2023-01-01,MSH_281,Home & Kitchen,CUST_281,445.55,288716.4,Meesho
MSH_282,2023-01-01,MSH_282,Books,CUST_282,172.31,56517.68,Meesho
MSH_283,2023-01-01,MSH_283,Sports,CUST_283,190.91,31500.149999999998,Meesho
MSH_284,2023-01-01,MSH_284,Books,CUST_284,51.52,23596.16,Meesho
MSH_285,2023-01-01,MSH_285,Health,CUST_285,291.25,239116.25,Meesho
MSH_286,2023-01-01,MSH_286,Clothing,CUST_286,22.79,21673.29,Meesho
MSH_287,2023-01-01,MSH_287,Sports,CUST_287,235.47,230996.07,Meesho
MSH_288,2023-01-01,MSH_288,Sports,CUST_288,273.61,271421.12,Meesho
MSH_289,2023-01-01,MSH_289,Books,CUST_289,146.84,14537.16,Meesho
MSH_290,2023-01-01,MSH_290,Sports,CUST_290,297.46,184425.19999999998,Meesho
MSH_291,2023-01-01,MSH_291,Sports,CUST_291,20.1,17165.4,Meesho
MSH_292,2023-01-01,MSH_292,Toys,CUST_292,23.49,4040.2799999999997,Meesho
MSH_293,2023-01-01,MSH_293,Electronics,CUST_293,412.19,308318.12,Meesho
MSH_294,2023-01-01,MSH_294,Clothing,CUST_294,183.29,29509.69,Meesho
MSH_295,2023-01-01,MSH_295,Books,CUST_295,67.89,61372.56,Meesho
MSH_296,2023-01-01,MSH_296,Toys,CUST_296,263.51,191571.77,Meesho
MSH_297,2023-01-01,MSH_297,Health,CUST_297,386.15,299266.25,Meesho
MSH_298,2023-01-01,MSH_298,Health,CUST_298,111.83,29299.46,Meesho
MSH_299,2023-01-01,MSH_299,Home & Kitchen,CUST_299,313.33,251603.99,Meesho
MSH_300,2023-01-01,MSH_300,Sports,CUST_300,47.25,12899.25,Meesho
MSH_301,2023-01-01,MSH_301,Sports,CUST_301,30.58,61.16,Meesho
MSH_302,2023-01-01,MSH_302,Books,CUST_302,268.02,7236.539999999999,Meesho
MSH_303,2023-01-01,MSH_303,Electronics,CUST_303,272.61,88598.25,Meesho
MSH_304,2023-01-01,MSH_304,Electronics,CUST_304,320.53,300977.67,Meesho
MSH_305,2023-01-01,MSH_305,Books,CUST_305,364.42,53934.16,Meesho
MSH_306,2023-01-01,MSH_306,Books,CUST_306,488.05,263058.95,Meesho
MSH_307,2023-01-01,MSH_307,Toys,CUST_307,260.57,126897.59,Meesho
MSH_308,2023-01-01,MSH_308,Health,CUST_308,164.86,135350.06,Meesho
MSH_309,2023-01-01,MSH_309,Books,CUST_309,398.62,174196.94,Meesho
MSH_310,2023-01-01,MSH_310,Health,CUST_310,139.06,8899.84,Meesho
MSH_311,2023-01-01,MSH_311,Home & Kitchen,CUST_311,222.29,78912.95,Meesho
MSH_312,2023-01-01,MSH_312,Health,CUST_312,43.84,23322.88,Meesho
MSH_313,2023-01-01,MSH_313,Toys,CUST_313,17.55,4405.05,Meesho
